iter	MultiClass
241	0.6308616603
242	0.6307092717
243	0.6305388048
244	0.6303550476
245	0.6301649248
246	0.629966515
247	0.6297996569
248	0.6296345934
249	0.6294231984
250	0.6292164479
251	0.6290470577
252	0.6288287803
253	0.628549846
254	0.6283922237
255	0.6282067991
256	0.6279867481
257	0.6278016852
258	0.6276045307
259	0.627424978
260	0.6271880202
261	0.6269671687
262	0.6267640999
263	0.6265542777
264	0.6263602191
265	0.6261050523
266	0.6259249092
267	0.6257573853
268	0.6255781752
269	0.6253830999
270	0.6251612965
271	0.625007942
272	0.6247614078
273	0.624624984
274	0.6244627428
275	0.6242431975
276	0.6240496871
277	0.6238716583
278	0.6237019309
279	0.6235532598
280	0.6233979258
281	0.6232528864
282	0.623101248
283	0.6228992679
284	0.6227864087
285	0.622656972
286	0.622468144
287	0.6223463092
288	0.6221940944
289	0.6220315495
290	0.6218636094
291	0.6217099168
292	0.6215438747
293	0.6213477498
294	0.621121736
295	0.6209265198
296	0.6207332948
297	0.6205730442
298	0.6204093983
299	0.6202587382
300	0.620069939
301	0.6199366365
302	0.6197676098
303	0.619602945
304	0.6194926045
305	0.6193354169
306	0.6191362073
307	0.61895713
308	0.6188415627
309	0.6186629419
310	0.6184980468
311	0.618371191
312	0.6181590517
313	0.6179659811
314	0.6178299992
315	0.6177339164
316	0.6176005127
317	0.6174883927
318	0.6172921072
319	0.6170005513
320	0.6168537532
321	0.6166922232
322	0.6165860549
323	0.6164597202
324	0.6162878605
325	0.6161205128
326	0.6159735351
327	0.6158343393
328	0.6156698719
329	0.6155159135
330	0.6153666712
331	0.615233109
332	0.6150809035
333	0.6149231723
334	0.6147688773
335	0.6146775452
336	0.6145781939
337	0.6144366894
338	0.6143138165
339	0.6141650478
340	0.6138886119
341	0.613692505
342	0.6135843362
343	0.6134936278
344	0.6133826343
345	0.6132158004
346	0.613109365
347	0.6128119231
348	0.6126697491
349	0.6125151651
350	0.6123757087
351	0.6121990956
352	0.6120577248
353	0.6119304255
354	0.6117984539
355	0.6116734836
356	0.6115368177
357	0.611411133
358	0.6112325655
359	0.6111168157
360	0.6109623369
361	0.6108559528
362	0.6107188531
363	0.61057916
364	0.6104371065
365	0.6102056674
366	0.6101225651
367	0.6099731318
368	0.6096641299
369	0.6095527976
370	0.6094406473
371	0.609310351
372	0.6091679865
373	0.6090561681
374	0.6089312152
375	0.6087449119
376	0.608593065
377	0.6084544047
378	0.6083585235
379	0.6081985946
380	0.6081015621
381	0.6079977091
382	0.6078684367
383	0.6077909835
384	0.607676867
385	0.607514386
386	0.6073518981
387	0.6072112662
388	0.607128365
389	0.6070147722
390	0.6069072229
391	0.6067607586
392	0.6066657439
393	0.6065525942
394	0.6064479779
395	0.6063423038
396	0.6062267171
397	0.606087956
398	0.6059730153
399	0.6058541934
400	0.605786027
401	0.6056913862
402	0.6055998707
403	0.605498344
404	0.6053999449
405	0.6052814175
406	0.6051729096
407	0.6050531905
408	0.6049657348
409	0.6048286345
410	0.6047142749
411	0.6046118598
412	0.6044772817
413	0.6042534988
414	0.6041033569
415	0.6040539478
416	0.6039367616
417	0.6038044755
418	0.6036647268
419	0.6035807551
420	0.6034836833
421	0.6033605956
422	0.6032386685
423	0.6031505808
424	0.6030395071
425	0.6029209816
426	0.6028111483
427	0.6027437004
428	0.6026188511
429	0.6025276878
430	0.6024482746
431	0.6023218646
432	0.6022007273
433	0.6020375087
434	0.6019580882
435	0.6018325851
436	0.6017369152
437	0.6016536877
438	0.6015439136
439	0.6014368203
440	0.6013433347
441	0.6012140513
442	0.6011266901
443	0.6010361542
444	0.6009448836
445	0.6008367343
446	0.6007498289
447	0.6005982702
448	0.6004407078
449	0.6003431955
450	0.6002741905
451	0.6002062417
452	0.6001000964
453	0.6000501453
454	0.5999879567
455	0.5998883965
456	0.5997657439
457	0.5997064465
458	0.5995389906
459	0.5994436264
460	0.5993337176
461	0.5992550021
462	0.5991245628
463	0.5990196861
464	0.5989208731
465	0.5988267309
466	0.5987330656
467	0.5986331963
468	0.598515684
469	0.5983976699
470	0.5982691198
471	0.598159541
472	0.5980701645
473	0.5979702804
474	0.5979084805
475	0.5978369263
476	0.5977389399
477	0.5975978999
478	0.597522824
479	0.5974653005
480	0.5973728335
481	0.5972776132
482	0.5971706582
483	0.5970889608
484	0.5969959261
485	0.5969257979
486	0.5968096855
487	0.5967242845
488	0.5966382598
489	0.5964958241
490	0.5964093176
491	0.5963327199
492	0.596221091
493	0.5961566643
494	0.5960554595
495	0.5959637093
496	0.5958556089
497	0.5958069078
498	0.5957287804
499	0.5956120731
500	0.5954827255
501	0.5954041197
502	0.5953172251
503	0.595235069
504	0.5951789162
505	0.5951224765
506	0.5949998271
507	0.5949241897
508	0.5948448694
509	0.5947525456
510	0.5946643561
511	0.5945896651
512	0.5944821547
513	0.5944475115
514	0.5943280198
515	0.5942634148
516	0.5941689778
517	0.5940467005
518	0.5939580392
519	0.5938998796
520	0.5937677331
521	0.5937190618
522	0.5936506936
523	0.5935934108
524	0.5935341858
525	0.5934678652
526	0.5933127558
527	0.59320726
528	0.5931139721
529	0.5930318705
530	0.5929439148
531	0.5928991778
532	0.5927926951
533	0.5927219704
534	0.5926575311
535	0.5925743936
536	0.5924614413
537	0.5923812698
538	0.5923018471
539	0.5922059653
540	0.5921504791
541	0.5920907051
542	0.5919895799
543	0.5919414831
544	0.5918343777
545	0.5917071227
546	0.5916072194
547	0.5915172664
548	0.5914269938
549	0.5913481714
550	0.5912726188
551	0.5911755659
552	0.5911239958
553	0.5910426031
554	0.5909782392
555	0.5909299687
556	0.5908419687
557	0.5907715361
558	0.5907355955
559	0.5906814503
560	0.5906189821
561	0.5905023078
562	0.5904365607
563	0.5903443912
564	0.5902544962
565	0.5901468857
566	0.5901066361
567	0.590041121
568	0.5899453822
569	0.5898942227
570	0.5898495262
571	0.5897822955
572	0.5897264425
573	0.5896442156
574	0.589600499
575	0.5895297818
576	0.5894349991
577	0.5893564382
578	0.5892483256
579	0.5891623062
580	0.5890864515
581	0.5890347373
582	0.5889672599
583	0.5889015739
584	0.5888259633
585	0.5887108601
586	0.5886618486
587	0.5885579033
588	0.5885079657
589	0.5884143771
590	0.588365863
591	0.5882970679
592	0.5882098493
593	0.5881293069
594	0.5880372259
595	0.5879682843
596	0.5878718359
597	0.587793505
598	0.5877011146
599	0.5876431677
600	0.5875514409
601	0.587460151
602	0.5874228318
603	0.5873352121
604	0.5872817897
605	0.5872033618
606	0.587164724
607	0.5871187462
608	0.5870832241
609	0.5869713398
610	0.5869387358
611	0.5868730853
612	0.5868112977
613	0.5867291002
614	0.586695803
615	0.5866412266
616	0.5865863814
617	0.5864548009
618	0.5864120919
619	0.5863675251
620	0.5862693129
621	0.5861679394
622	0.586127897
623	0.5860234301
624	0.5859707263
625	0.5859030014
626	0.5858461487
627	0.5857858012
628	0.5857048028
629	0.585642932
630	0.5855689065
631	0.585489056
632	0.5854532174
633	0.5854072437
634	0.5853573477
635	0.5852894328
636	0.5852167073
637	0.5851547543
638	0.5851070686
639	0.5849161831
640	0.5848462756
641	0.5847475997
642	0.5846970356
643	0.5846425825
644	0.5846184474
645	0.5845333273
646	0.5844986202
647	0.5844124857
648	0.5843853049
649	0.5843336298
650	0.5842872192
651	0.5842224397
652	0.5841208876
653	0.5840891139
654	0.5840089962
655	0.5839746095
656	0.5838444762
657	0.583778604
658	0.5837252777
659	0.5836787641
660	0.5836322728
661	0.5835810251
662	0.5835476113
663	0.5835023941
664	0.5834564146
665	0.5833904635
666	0.5833080484
667	0.5832390927
668	0.5831495997
669	0.5831074721
670	0.5830581107
671	0.5829878781
672	0.5829011563
673	0.5828043436
674	0.5827476931
675	0.5826979538
676	0.5826338083
677	0.5825217091
678	0.5824599162
679	0.5824119949
680	0.5823575954
681	0.5822749872
682	0.5822159101
683	0.5821397855
684	0.5821124483
685	0.582023941
686	0.5819930548
687	0.5819489164
688	0.5818620557
689	0.5817977431
690	0.5817300916
691	0.5816720351
692	0.5816061703
693	0.5815479928
694	0.5814936615
695	0.5814415757
696	0.5813793839
697	0.5813414293
698	0.5812866175
699	0.5812406841
700	0.5812054181
701	0.5811630121
702	0.5811226848
703	0.5810396841
704	0.5809769348
705	0.5808837027
706	0.5808343975
707	0.5807798461
708	0.5807485724
709	0.5807185851
710	0.580604594
711	0.5805509368
712	0.5804928815
713	0.5804634818
714	0.5804248953
715	0.5803475957
716	0.5802978819
717	0.5802539942
718	0.5802037907
719	0.5801600144
720	0.5800744225
721	0.5800464772
722	0.5800074064
723	0.5799642759
724	0.5799220945
725	0.5798843073
726	0.5798043415
727	0.5797668972
728	0.5797387879
729	0.579696192
730	0.5796506976
731	0.5796234317
732	0.5795585925
733	0.5794525664
734	0.5794051675
735	0.5793619653
736	0.5793205316
737	0.5792969395
738	0.5792358354
739	0.5791938878
740	0.5791645764
741	0.5791335168
742	0.5790779677
743	0.5790192929
744	0.5789402574
745	0.5789131097
746	0.5788807666
747	0.5788431074
748	0.5787971778
749	0.5787203693
750	0.5786845339
751	0.5786348717
752	0.5785824194
753	0.578553171
754	0.578465136
755	0.5784141128
756	0.5783504383
757	0.5783258424
758	0.5782544213
759	0.5782074386
760	0.5781037699
761	0.5780583354
762	0.5780334848
763	0.5780010592
764	0.5779147525
765	0.5778157788
766	0.5777643365
767	0.5777009782
768	0.577652271
769	0.5776016354
770	0.5775446098
771	0.5774915947
772	0.5774111529
773	0.5773567518
774	0.5773235025
775	0.5772884242
776	0.5772463317
777	0.5772119086
778	0.5771912991
779	0.5771217223
780	0.5770630003
781	0.5770317503
782	0.5769826011
783	0.5769398524
784	0.5768772772
785	0.5768370858
786	0.5767942821
787	0.5767497744
788	0.576707849
789	0.5766854992
790	0.5766237534
791	0.5765823785
792	0.5765467927
793	0.5765011012
794	0.5764480941
795	0.5764149665
796	0.5763489824
797	0.5762823595
798	0.5762406829
799	0.5762056268
800	0.5761494631
801	0.5760853529
802	0.5760697268
803	0.5760389356
804	0.5760206559
805	0.5759895999
806	0.5759327214
807	0.575884649
808	0.5758640054
809	0.5758220118
810	0.5757962916
811	0.5757345937
812	0.5756501152
813	0.5756033829
814	0.5755524803
815	0.5754945015
816	0.5754741932
817	0.5754282257
818	0.5753940851
819	0.5753017155
820	0.5752679405
821	0.575238259
822	0.5751991183
823	0.5751583089
824	0.57507496
825	0.5750017391
826	0.5749254201
827	0.5748761107
828	0.5748438011
829	0.5747954117
830	0.5747675729
831	0.5747359616
832	0.5747153444
833	0.5746503946
834	0.5745975316
835	0.5745794508
836	0.5745276248
837	0.5744835877
838	0.5744538558
839	0.5744094175
840	0.5743795875
841	0.5743389033
842	0.574260562
843	0.5742348814
844	0.5741981365
845	0.574170821
846	0.5740943425
847	0.5740699513
848	0.5740102386
849	0.5739668116
850	0.5739447056
851	0.5739129931
852	0.5738722774
853	0.5738427164
854	0.5738117332
855	0.5737321821
856	0.5736589269
857	0.5736352581
858	0.5735626506
859	0.573524753
860	0.5734831704
861	0.5734495812
862	0.573390763
863	0.5733351348
864	0.5733044072
865	0.5732754199
866	0.573223574
867	0.5732069991
868	0.5731821417
869	0.5731478763
870	0.5731092601
871	0.5730695015
872	0.5729981524
873	0.5729683242
874	0.5729125501
875	0.5728555781
876	0.5728195465
877	0.5727907325
878	0.5727410132
879	0.5726943886
880	0.5726633201
881	0.5726116982
882	0.5725374295
883	0.5724995745
884	0.5724487859
885	0.5724105583
886	0.5723837586
887	0.5723214222
888	0.5722786428
889	0.5722574135
890	0.5722260207
891	0.5721760952
892	0.5721430831
893	0.5721275032
894	0.5721045181
895	0.5720607399
896	0.5720328049
897	0.5719862434
898	0.5719330039
899	0.5719055417
900	0.5718677243
901	0.5718155494
902	0.5717721181
903	0.5717415512
904	0.5717012548
905	0.5716144275
906	0.5715841165
907	0.57145855
908	0.5714330163
909	0.5713940883
910	0.5713486608
911	0.5713010461
912	0.5712124362
913	0.5711826097
914	0.571138065
915	0.5711005885
916	0.5710727041
917	0.5710320881
918	0.570987933
919	0.57092979
920	0.5709020126
921	0.5708561172
922	0.5708292777
923	0.5707972828
924	0.5707554181
925	0.5707305695
926	0.5706953563
927	0.5706594109
928	0.5706155705
929	0.5705962217
930	0.5705632581
931	0.5705122568
932	0.5704766901
933	0.5704129726
934	0.5703893099
935	0.5703195857
936	0.5702858012
937	0.5702550424
938	0.5702340096
939	0.5701818768
940	0.5701439421
941	0.5700846113
942	0.5700581219
943	0.5699758319
944	0.5699519625
945	0.5699246091
946	0.5698704284
947	0.5698055687
948	0.5697758353
949	0.5697193012
950	0.5696905778
951	0.5696573715
952	0.5696391706
953	0.5695983305
954	0.569559532
955	0.5695388162
956	0.5694684593
957	0.5694290084
958	0.5693861089
959	0.5693566652
960	0.5693331695
961	0.5693055759
962	0.5692618275
963	0.5692231063
964	0.5691709541
965	0.5691264195
966	0.5690966086
967	0.5690586053
968	0.5690318678
969	0.5690110277
970	0.5689833442
971	0.5689441302
972	0.5689210421
973	0.5688962043
974	0.5688434588
975	0.5688118492
976	0.568784926
977	0.5687536356
978	0.5687070306
979	0.5686740464
980	0.5686544236
981	0.5686424108
982	0.5686177551
983	0.5685951784
984	0.5685820474
985	0.5685619276
986	0.5685320858
987	0.5685031756
988	0.5684537013
989	0.568400164
990	0.5683620526
991	0.5682914782
992	0.5682629648
993	0.5682318847
994	0.5681779164
995	0.5681220537
996	0.568100907
997	0.5680331428
998	0.567992323
999	0.5679583417
